OID,PID
56,1659
56,1659
56,310
56,1506
57,2675
57,2675
57,2675
57,344
57,344
57,344
57,898
57,898
57,2990
57,301
57,301
57,301
58,2797
58,2797
58,2797
58,3097
58,3097
58,3097
58,374
58,3939
58,2528
59,3588
59,3588
59,3588
59,1744
59,1744
59,445
59,445
59,445
60,76
60,1551
60,1551
60,1551
60,1025
60,1025
60,1025
61,824
61,824
61,3631
61,3631
61,3631
61,2347
61,2347
61,2347
61,1067
61,1067
61,1067
62,1223
62,1223
62,1023
62,1023
63,3987
63,3987
63,3987
63,411
63,1867
63,3210
63,905
63,905
63,905
64,1713
65,1675
65,467
65,467
65,467
65,3535
65,3535
66,3507
66,2032
66,2032
66,2032
66,190
66,190
66,190
66,3521
66,3521
67,1892
67,1892
67,643
68,1835
68,3710
68,3710
68,3710
69,2616
69,2616
69,1514
70,1889
70,1889
70,273
70,273
70,428
70,428
70,2458
70,2458
70,3652
71,2573
71,2662
71,1947
71,1947
72,1333
72,1333
72,1333
72,2905
72,2905
72,2905
72,3869
72,3869
72,2957
72,2957
72,2430
72,2430
73,1121
73,830
73,3024
73,3024
73,3652
73,2833
73,2833
74,2417
74,212
74,212
74,212
74,2993
75,891
75,891
75,891
75,171
75,3634
75,3813
75,3813
75,3813
76,1409
76,1409
76,1409
76,640
76,640
76,640
76,1861
76,1861
76,1861
76,2183
76,2183
76,2183
76,3114
77,2049
77,2049
77,2210
77,2210
77,2210
77,1151
77,1151
77,1151
77,1915
77,2517
77,2517
77,2517
78,1628
78,1628
78,1628
78,2977
78,1619
78,1619
78,600
78,485
79,3612
80,1069
80,1069
80,1537
80,1537
80,1537
80,753
80,753
80,753
81,2145
81,2145
81,2265
81,2265
81,2265
81,2447
81,1461
81,1461
81,1461
81,1879
81,1879
82,2170
82,2170
82,2170
82,840
82,840
82,1822
82,1822
82,2364
83,64
83,1258
83,1258
84,3985
84,3985
84,2082
84,2082
84,2082
84,3969
84,3969
84,3969
84,1901
85,3228
85,3228
85,3228
85,1259
85,1259
85,2823
85,2823
85,2493
85,2493
85,2493
85,317
86,595
86,2017
86,3919
86,3919
86,1189
86,1189
86,1189
87,1135
87,3011
87,1299
87,1299
87,1299
88,2497
88,1077
88,1077
88,1815
88,1815
88,1815
88,2386
88,1258
89,431
89,488
89,3846
89,3846
89,3846
90,3710
90,3710
90,3710
90,2538
90,2538
90,2538
90,3891
90,3891
90,3698
90,3698
90,3698
90,1866
90,1866
91,3596
91,3596
91,732
91,2890
91,2890
91,2890
91,1276
92,239
92,239
92,239
92,2117
92,2117
93,1447
93,1447
93,1249
93,1249
93,1249
94,208
94,3856
94,3856
94,3856
94,4
94,4
94,4
94,3902
94,3902
94,3902
94,3772
94,3772
94,3772
95,511
95,2250
95,2250
95,2250
95,1521
95,1521
95,1521
95,2242
95,2242
95,2242
95,144
95,144
95,144
96,1147
96,1147
96,1147
97,2522
97,2522
97,3758
97,1512
97,1512
97,960
97,4020
97,4020
98,3164
98,3164
98,614
98,614
98,614
99,3912
99,456
99,456
99,725
100,2171
100,2171
100,1971
101,420
101,420
101,2560
101,939
101,939
101,939
101,1671
101,1671
102,2023
102,2023
102,2023
102,2687
102,658
102,461
102,2731
102,2731
102,2731
103,1987
103,1987
103,1987
104,3745
105,444
105,3944
105,3944
105,3944
105,33
105,419
105,419
105,1677
105,1677
106,1373
106,1373
106,1373
106,2863
106,2798
106,2798
106,2798
106,2155
106,2155
106,2155
106,2726
107,1501
108,2384
108,2384
108,2384
108,1271
108,1271
108,175
108,175
108,175
108,3729
108,3729
109,3443
109,3443
109,3112
109,3112
109,3112
109,3070
109,3070
109,1491
109,1491
109,1491
110,735
110,3869
110,3869
110,3869
110,3540
110,3540
110,380
110,380
110,380
111,3703
111,3703
111,1403
111,2639
111,2639
111,2731
111,2731
112,788
112,788
112,3937
113,977
113,861
113,870
113,870
113,1397
113,2618
113,2618
114,2225
114,2225
114,1925
114,579
114,579
114,579
114,2916
114,2916
114,2916
114,1504
115,3593
115,3593
115,3593
115,2368
115,2368
115,2368
115,55
115,55
115,155
115,155
115,155
115,1216
115,1216
115,1216
116,26
116,26
116,3118
116,3118
116,3118
116,3700
116,3700
117,1995
117,1995
117,1995
117,208
117,208
117,1909
117,1909
117,3331
117,526
117,526
117,526
118,1186
118,1186
118,2477
118,2477
118,2324
118,2324
119,1940
119,1940
119,1940
119,2477
119,2477
119,2477
119,3031
119,3146
119,3047
120,448
120,448
120,448
120,2411
121,3143
121,2855
121,2855
121,2855
121,1353
121,1353
121,1353
121,74
121,74
121,74
122,1999
122,1999
122,1999
122,426
122,426
122,1603
122,272
122,272
122,272
123,179
123,179
124,2062
124,2062
124,3034
124,3795
124,3795
124,879
124,879
124,879
124,1326
124,1326
125,256
125,256
125,256
126,1398
126,1398
126,1398
126,2572
126,2572
126,2941
126,2941
127,1623
127,112
127,914
127,914
127,914
127,2495
127,2495
127,2495
127,2688
128,2458
128,2458
128,2458
128,2140
128,2140
128,1823
128,1576
128,1576
128,1576
129,484
129,3520
129,3520
129,3520
130,2003
130,2003
130,2003
130,1381
130,1165
130,1165
130,1165
130,3662
130,2294
130,2294
131,627
131,2025
131,2025
131,1897
131,1897
131,272
131,272
131,272
131,1194
131,1194
132,3096
132,3096
132,3096
132,1117
132,2511
132,484
132,484
133,366
133,3303
133,1717
133,1717
133,1717
133,1921
133,3652
134,133
134,297
134,2621
134,2621
134,2621
134,747
134,747
134,747
134,3835
134,3835
135,358
135,1928
135,1928
136,1089
136,1089
136,1089
137,3717
137,2138
137,2138
137,3823
137,557
138,3467
138,3467
138,2952
138,2952
138,2952
138,472
138,3881
138,3881
139,2105
139,2105
139,2532
139,2532
139,2532
140,2400
140,2400
140,2982
140,2982
140,2878
140,1565
140,1565
140,1777
141,797
141,1235
141,1235
142,34
142,1787
143,3646
143,3646
143,3646
143,1570
143,1570
143,4011
143,4011
143,4011
144,452
144,452
144,963
145,970
145,970
145,970
145,3754
145,3754
145,1491
145,1491
145,2280
146,1944
146,1944
146,2210
147,2619
147,1667
147,1667
147,2687
147,2687
147,2687
147,346
147,346
147,3923
147,3923
148,3721
148,2497
148,2284
148,2284
148,2284
148,1488
148,1488
148,1695
148,1695
149,757
149,757
149,757
149,1138
149,3870
149,1888
149,2893
150,3488
150,3488
150,3488
151,32
151,1467
151,1467
151,1467
151,1906
151,2885
151,2885
151,2885
151,338
151,338
152,2035
152,2035
152,1205
153,122
153,122
153,2744
153,2744
153,2744
154,3849
154,3849
154,909
154,1478
154,1478
154,3908
154,3908
154,2970
154,2970
155,2815
155,2815
155,2815
156,1304
156,1304
156,1304
156,3752
157,2479
157,3240
157,3240
157,3095
158,3786
158,3993
159,127
159,127
159,127
159,40
159,2207
159,2207
159,893
159,893
159,893
159,277
160,1432
160,1432
160,1612
160,1612
160,1612
160,1220
160,1220
160,950
160,950
160,950
160,833
161,1125
161,1125
161,1125
161,3278
161,3278
161,3278
161,791
161,791
161,791
161,1749
161,683
162,1713
162,427
163,958
163,958
163,958
163,3434
164,2663
164,2663
164,2663
164,2562
164,2562
164,3352
164,3352
164,3352
164,1266
165,1088
165,1088
165,3225
165,3225
165,3225
165,2726
165,3389
166,2916
166,2916
166,3660
166,3660
166,50
166,50
166,50
167,2917
167,2917
167,1061
167,1061
167,9
167,9
168,2627
168,2627
168,2627
168,1103
168,1103
168,1103
169,1892
169,612
169,612
169,612
169,548
169,548
169,548
170,452
170,452
170,452
170,3838
170,3838
170,3838
171,481
171,481
171,481
171,3694
171,3694
171,1839
171,1839
171,3933
171,3933
172,1264
172,1264
173,2303
173,2303
173,2303
173,568
173,1726
173,508
173,508
173,508
174,66
174,66
174,66
174,3216
174,3216
174,3216
174,987
174,987
174,2126
174,2126
175,1211
175,982
175,982
175,982
175,2192
175,2192
175,2192
175,3774
175,3774
175,3774
175,3164
176,3896
176,3896
176,3896
176,3733
176,3733
176,3733
177,3646
178,1014
178,1014
178,1014
178,3900
178,3900
178,3703
178,3703
178,3703
178,383
179,976
179,1847
179,1847
179,1845
180,2171
180,2171
180,1849
180,1849
180,4022
180,4017
180,4017
180,4017
181,3471
181,1187
182,3632
182,3632
182,3632
182,1190
182,3394
182,3394
182,3394
182,1899
182,346
183,534
183,476
183,2401
183,2401
183,2401
183,819
183,819
183,819
183,82
183,82
183,82
184,1185
184,2750
184,550
185,2496
185,2496
185,2496
185,1019
185,2230
185,2230
185,2230
185,3673
185,116
185,116
185,116
186,2629
186,2629
186,2629
186,2795
186,1964
186,1964
186,1964
186,497
186,497
186,497
187,3955
187,3955
188,1460
189,3322
189,3322
189,3184
190,2723
191,3867
191,3867
191,3867
191,519
191,519
191,519
191,2591
191,674
192,1525
192,1525
192,4006
193,1103
193,1103
193,1103
193,653
194,2352
194,233
194,725
194,926
195,2017
195,1257
195,1743
195,2191
195,2191
195,2191
195,1706
195,1706
195,1706
196,440
196,440
197,828
197,2934
197,2934
197,2934
197,903
197,903
197,903
197,100
197,100
198,1462
198,1462
198,1462
198,936
198,936
198,1111
198,1111
198,1111
198,3646
198,3646
198,3646
198,2767
198,2767
198,2767
199,2262
199,2262
199,2728
199,676
199,1367
199,1367
200,2082
200,2082
200,2082
200,4014
200,4014
200,2755
200,2755
200,2755
200,2087
200,2087
200,2087
201,1603
201,1603
201,3198
201,3198
201,3198
201,140
201,140
201,140
201,1062
201,1215
201,1215
201,1215
202,2392
202,2392
203,29
203,29
203,29
203,1638
203,1638
203,1638
203,600
204,3905
205,1092
206,1368
206,2317
206,2317
206,2732
206,2732
206,801
206,801
206,801
207,822
207,822
207,1620
207,3204
207,3204
207,3204
207,3601
207,3601
207,2673
207,2673
208,2537
208,2537
208,2537
209,2357
209,2357
209,2357
209,1123
209,1123
209,1123
209,2856
209,2856
210,3197
210,3210
210,3210
210,3210
210,410
210,3790
210,3790
211,1033
211,279
211,279
211,3351
211,3351
211,3315
212,2819
212,2819
212,3164
212,3566
212,1884
212,1884
212,2999
212,2999
212,2999
213,1586
213,3539
213,1736
214,2678
214,2678
215,3759
215,3759
215,3759
216,3831
216,3831
217,1283
217,1283
217,1283
217,2172
217,2924
217,2924
217,2924
217,1577
217,1577
217,3128
218,2862
218,2862
218,2862
218,173
218,1728
219,1149
219,1149
219,1878
219,1878
219,998
219,998
219,3486
219,3914
219,3914
219,3914
220,1578
220,1578
220,2225
220,3416
220,3416
220,1947
220,221
220,221
221,2469
221,2483
221,877
221,877
221,877
221,166
221,166
221,466
222,2658
222,2528
222,2528
222,2528
222,17
222,17
222,1971
222,1971
222,1971
223,3748
223,3748
224,1674
225,3311
225,3027
225,3027
225,3027
225,648
225,648
226,532
226,532
227,3457
228,3007
228,1802
228,756
228,756
228,756
228,2295
229,760
229,760
229,760
229,1504
229,1492
229,3913
229,3913
229,977
229,977
230,3578
230,3578
230,3578
230,1940
230,3272
230,3272
230,3272
230,2484
230,2484
231,3985
231,1254
231,1254
231,1254
231,595
232,1839
232,2261
232,2261
232,3649
232,3649
232,3649
232,1703
232,1703
232,1703
233,1705
233,1705
233,1705
233,219
233,851
233,851
233,851
233,3716
233,3716
234,184
234,184
234,184
234,2278
234,2278
234,2870
234,2870
234,2870
234,820
234,820
235,459
235,459
236,3513
237,2785
238,3476
238,3476
239,2360
239,2360
239,2360
239,2278
239,2278
239,2256
239,3790
239,1642
239,1642
240,243
240,243
240,1427
240,1427
240,2534
240,2534
240,2534
240,3069
241,2712
241,3595
241,3595
241,3595
241,1245
241,1245
241,3657
242,1096
242,1096
243,654
243,654
243,654
243,58
244,3249
244,3249
244,3249
244,1497
244,1497
244,1497
245,1442
245,2779
245,2779
245,1085
245,446
245,446
245,446
245,4022
245,4022
246,1290
246,2870
246,940
246,1740
246,3262
247,1367
247,733
247,733
247,733
247,1714
247,3278
247,3390
247,3390
247,3390
248,1623
248,3297
249,1498
249,1498
249,2958
249,2958
249,2958
250,3687
250,3687
250,3687
250,3873
250,1558
250,1558
250,342
250,342
250,342
251,1853
251,1853
251,1579
251,2260
251,2260
251,3927
251,905
251,905
251,905
252,1273
252,1273
252,1273
252,3306
252,3306
252,1360
252,451
252,916
252,916
253,579
253,579
253,579
253,2494
253,952
253,952
253,741
253,741
254,3184
254,3184
254,3184
255,102
255,662
255,662
255,662
255,2600
255,2836
255,3358
255,3358
256,1072
256,261
256,1468
257,2209
257,3766
257,3766
257,3766
257,3333
257,3333
257,3333
258,3492
258,2871
258,3512
258,3512
258,3512
258,592
259,396
259,396
260,249
260,2741
261,604
261,604
261,2024
261,2024
262,475
262,475
262,475
263,3442
263,1247
263,1247
263,615
263,615
263,615
264,2737
264,2737
264,1624
264,1624
264,1214
264,1214
264,1214
264,1715
264,1715
264,1715
265,1535
265,1535
265,1535
265,3812
265,3812
265,1152
265,1152
266,3548
266,3548
266,3548
266,2503
266,2503
266,2503
266,821
266,2253
266,1958
267,2367
267,2367
267,2367
267,1372
267,1372
267,1372
267,3237
267,3237
267,3237
267,624
268,3774
268,3774
268,1712
268,1712
268,1712
268,392
268,392
268,392
268,1455
268,1455
269,3409
269,3409
269,3409
270,6
270,6
270,6
271,291
271,3343
271,3343
271,464
271,464
272,1357
272,3705
272,3705
273,547
273,547
274,346
274,346
274,159
274,159
274,3629
275,1816
275,897
275,897
275,3073
275,3073
276,3717
276,3717
276,3717
276,2566
276,2566
276,2566
276,1266
276,1266
276,1787
276,1921
276,1921
276,1921
277,1634
277,1059
278,2969
278,2969
279,599
279,3543
279,3543
279,249
279,249
279,249
279,1114
279,1114
279,2644
279,2644
279,2644
280,2117
281,3709
281,3709
282,1441
282,635
282,635
282,635
282,3864
282,3864
282,3864
283,2377
283,2377
283,1156
284,164
284,3166
284,3166
284,3166
285,994
285,994
286,2378
286,3529
286,3529
286,3529
286,3901
286,3901
286,3901
287,1434
287,1434
287,1434
287,3454
287,3454
287,839
288,3976
288,3976
288,3976
288,728
288,728
288,728
288,1155
288,1155
288,1155
288,1152
288,1152
288,1152
288,3354
288,3354
289,3028
289,3028
289,3028
290,3713
290,3713
290,860
290,860
291,1633
291,1633
291,3706
291,3706
291,2564
292,2293
292,2293
292,2293
292,1255
292,825
292,825
292,258
292,258
292,258
292,2006
292,2006
292,2006
293,2001
293,317
293,317
293,317
293,4018
293,365
293,365
293,365
293,3089
293,3089
293,3089
294,870
294,870
294,870
294,3566
295,3025
295,3343
295,950
295,950
296,406
296,406
296,406
296,3825
296,3825
296,1396
296,1396
296,1396
296,3723
297,3360
297,3360
297,2967
297,2967
297,2126
297,2309
297,2309
297,3615
298,1325
298,22
298,22
298,22
298,3677
298,3677
298,3677
299,2252
299,2681
299,2681
300,1070
301,3310
301,3310
301,3310
301,317
301,572
301,1161
301,3219
301,3219
301,3219
302,1011
302,1011
302,1011
302,524
302,524
302,1236
302,1236
303,3149
303,3687
303,3687
303,1431
303,1431
303,1431
303,3480
303,3480
303,3480
304,3666
304,3666
304,3034
304,3034
304,3111
304,2586
304,2586
305,2925
305,2925
305,3133
305,1335
305,1335
305,1335
306,3516
306,3516
306,3516
306,1657
306,1657
306,1657
306,3883
306,981
306,981
307,3348
307,3348
307,338
307,338
307,338
307,2385
308,1168
308,1168
308,1168
308,1541
308,1541
308,1996
309,2029
310,674
310,1862
310,1862
310,1862
311,555
311,555
312,2814
312,2814
312,2814
312,1997
312,294
312,294
312,294
312,70
312,70
312,70
313,627
313,627
313,627
313,2780
313,2780
313,2780
313,3296
313,3296
314,1838
314,577
314,577
314,577
314,18
314,18
314,18
314,3379
314,2512
315,3817
316,253
316,1700
316,1700
316,1700
316,2736
316,206
316,206
316,206
317,2932
317,2932
317,2188
317,2188
317,3842
317,3842
317,3842
318,3540
318,3540
318,3540
318,532
318,2716
318,1334
318,1334
318,3522
318,3522
318,3522
319,1150
319,3448
319,3448
319,2188
319,2188
319,1019
319,1019
319,1019
320,1713
321,215
321,215
321,215
321,3126
321,3126
321,3963
322,1303
322,2042
322,2042
322,2042
322,360
322,360
322,1166
322,3071
322,3071
322,3071
323,3398
323,3398
323,2731
323,2731
323,2549
323,2549
323,2549
323,2987
323,2987
324,3325
324,3325
324,2639
324,2639
324,2803
324,2803
324,2803
324,3759
325,97
325,97
325,3117
325,2200
325,2200
325,3240
325,3240
325,3240
325,515
325,515
325,515
326,1115
326,1115
326,1115
327,629
327,3899
327,3899
327,3899
328,1611
328,1611
329,2271
329,1387
329,1387
329,1387
329,3738
329,3706
329,3706
330,162
330,162
330,162
330,897
330,897
330,897
331,3280
331,3280
331,3280
332,441
332,441
332,657
332,657
332,657
332,846
332,846
332,846
332,3584
332,3584
333,706
333,706
334,1825
334,926
334,3089
335,1599
335,1599
335,1599
335,765
335,765
335,765
336,2845
336,499
336,499
336,1465
336,1465
336,1465
336,2485
336,2485
337,1592
337,2779
338,681
338,681
338,681
338,3083
338,3083
338,3201
338,392
338,392
339,574
339,574
339,574
340,630
340,160
340,160
340,160
340,2934
340,2934
340,2934
340,2047
340,2047
341,2374
341,2374
341,1847
341,1847
341,160
341,160
341,3911
341,3911
341,1115
341,1115
342,255
342,255
342,255
342,1275
342,1275
342,1275
342,2538
342,1030
343,3354
343,3354
343,264
343,264
344,563
344,563
344,1211
344,1211
344,95
345,1075
345,1075
345,1075
345,44
345,44
345,44
345,203
345,203
345,203
346,1046
346,1046
346,1046
347,2121
347,2121
347,2121
348,320
348,129
348,129
348,3386
348,3386
349,1162
349,1162
350,2326
350,2326
351,1867
351,1867
352,1419
352,1994
352,3428
352,3428
352,954
352,954
352,954
353,1233
353,1233
353,1233
353,2692
353,2692
353,2692
353,498
353,1655
354,2908
354,2908
354,2908
354,1902
354,1902
355,66
355,66
355,3678
355,3678
356,2918
356,2918
356,2918
356,30
356,30
356,30
357,150
357,3613
357,2990
357,2990
357,2990
357,1010
358,1173
358,1173
358,613
358,2418
359,1673
359,3790
360,3150
360,3150
360,3243
360,3243
360,3243
361,2614
362,1990
362,1990
362,3544
362,3544
362,3544
363,3974
364,3552
364,3552
364,3552
364,3901
364,3901
365,1
366,1045
366,1045
366,3590
366,3590
366,3590
367,2172
367,1015
367,2598
367,2598
368,2927
368,2927
369,2225
369,2225
369,2225
369,1477
369,1477
369,1477
369,3386
370,411
371,3396
371,3396
372,901
372,901
372,1771
372,2687
372,2687
372,1893
373,3005
373,3005
373,853
373,853
373,853
373,1858
373,1858
373,1858
374,3373
374,1454
374,1454
374,1454
374,81
375,2904
375,2904
375,90
375,90
375,90
376,147
376,147
376,2682
376,2682
376,3127
376,3127
377,3456
377,3456
377,1499
377,1490
377,1490
377,1528
377,1528
377,1528
377,1902
377,1902
377,1902
378,2356
378,2356
379,1392
379,2222
379,2222
379,2222
379,2014
379,2370
379,2370
379,3044
379,3044
379,3044
380,1705
380,1705
380,1705
380,70
380,2739
381,1829
381,1022
381,1022
381,1022
381,3757
381,3757
381,3757
382,170
382,170
382,170
382,913
382,2494
382,2494
382,2494
382,860
382,860
382,860
383,227
383,3378
383,3378
384,3348
384,3348
384,1868
384,1466
384,1466
384,1466
384,2923
384,2923
384,2923
385,529
385,529
385,2567
385,2567
385,2567
385,2187
385,2187
385,1442
385,1442
385,3214
385,3214
385,3214
386,2707
386,2707
386,2707
386,360
386,3701
386,3701
386,3701
386,268
386,268
386,1567
387,2117
387,2117
387,2117
387,2324
387,2324
387,2324
388,3747
388,3747
388,3747
389,1583
389,1300
389,1300
389,273
390,283
390,1514
390,3759
390,3759
390,828
390,828
391,1048
391,1048
392,293
392,293
393,2478
393,2478
393,3537
393,3537
394,3516
394,1914
394,1914
395,2308
395,2308
395,2645
395,2645
395,2244
396,3855
396,3855
396,3855
396,576
396,2924
396,2924
396,3216
397,3841
397,3841
397,3841
397,2030
397,2030
397,818
397,818
397,2374
397,2374
397,2374
397,1359
398,2759
398,2759
399,2659
399,2659
399,2659
399,309
399,3700
399,3700
399,3700
399,2423
399,2423
399,2423
399,1619
399,1619
399,1619
400,843
400,843
400,1048
400,1048
400,3178
400,2443
400,2443
400,2060
400,2060
401,2245
401,2245
401,2245
401,2228
401,2228
401,2725
401,2725
401,2725
401,3688
401,1879
401,1879
401,1879
402,3333
402,3333
403,174
404,2916
404,1665
404,1665
404,1665
404,2894
404,2894
404,2894
405,2419
405,721
405,668
405,2063
405,2063
405,2063
406,676
406,676
406,676
407,3866
407,3866
407,1522
408,3960
408,3960
408,344
409,1678
409,1678
409,1678
409,1007
409,1007
409,1338
409,1338
409,1338
409,486
409,2377
409,2377
410,1168
410,1168
411,1294
411,1294
411,1294
411,1662
411,1662
411,1739
411,1739
411,1739
412,1998
412,1998
412,3715
412,3700
412,3700
412,3700
412,1866
412,29
412,29
413,2127
413,2127
413,2127
413,3259
413,694
413,694
413,3754
413,3754
413,3754
413,2506
414,1451
414,1451
415,2583
415,984
415,984
415,984
416,2328
416,1628
416,1394
416,1394
416,2255
416,2255
417,485
417,485
417,1978
417,2029
417,1718
418,2973
418,2959
418,2959
418,2991
418,2991
418,3494
418,3494
418,2534
419,2706
419,2706
419,1691
419,1691
419,2140
419,2140
419,2140
419,549
419,549
420,514
420,514
420,161
420,1925
420,1807
420,1525
420,1525
420,1525
421,3432
421,2584
421,2584
421,809
421,699
421,699
421,699
421,1156
421,1156
422,3394
422,3394
423,2864
423,3429
423,245
423,245
423,245
423,3491
424,1618
424,1618
424,1618
425,2590
425,479
425,479
425,3091
425,3091
425,3091
426,3582
426,3582
427,782
427,782
427,2909
427,2909
427,3185
427,3185
427,3636
427,3636
427,1688
427,1688
427,1688
428,3054
428,3054
428,3054
428,2349
428,2349
429,3275
429,3788
430,1490
430,1490
430,1490
430,3780
430,3780
430,3780
430,2545
430,2545
430,2545
431,3956
431,3956
431,3956
431,229
431,229
431,229
431,3080
431,3080
431,1833
431,1833
432,2518
432,1848
432,1848
432,1848
432,3416
432,3416
432,3112
432,3112
432,3112
432,2605
432,2605
432,2605
433,347
433,347
433,347
433,2782
433,2782
433,2782
434,155
434,155
434,1710
434,1710
435,1231
435,1197
435,1197
435,1197
435,3368
435,3368
435,3160
435,3160
436,1677
436,1677
436,1677
436,1160
436,1160
436,1305
436,3502
436,3502
436,3502
437,3738
437,637
437,3717
437,264
437,264
437,264
437,2762
437,2762
437,2762
438,1197
438,1197
438,3029
438,3029
439,2973
439,2973
439,2973
439,2590
439,2590
439,2590
440,1287
440,1083
441,3486
441,3486
441,3486
441,211
441,211
441,2971
441,2371
441,2371
441,3861
442,2138
443,208
443,208
443,705
443,705
443,3124
444,2893
444,3878
444,3845
444,3865
444,3865
444,1089
444,1089
444,1089
445,3072
445,2439
446,1007
446,1007
446,3348
446,3348
446,3348
446,2252
446,501
446,501
446,2523
447,3246
447,3246
447,2150
447,2150
447,2150
448,3713
448,3713
448,3713
448,2920
448,2920
448,2920
448,2523
448,2854
448,2854
448,2979
448,2979
449,2243
449,2243
450,1449
450,1449
450,1449
450,1557
450,1557
450,1410
450,1410
450,546
450,546
450,546
450,974
450,974
450,974
451,351
451,351
451,351
451,2439
451,2472
451,2472
451,2472
451,932
451,932
451,932
452,21
452,2230
452,2230
453,1535
453,1535
453,1535
453,2440
453,2440
453,489
453,489
454,2570
454,3672
454,3672
454,3719
454,3719
454,3719
455,868
455,868
455,868
455,273
455,2318
455,2318
455,61
456,3606
456,3606
457,3853
457,653
457,653
457,185
457,185
458,2308
458,2308
458,2453
458,2453
458,203
459,437
459,3760
459,3760
459,2547
459,3700
459,3700
460,839
460,839
460,91
460,91
460,91
461,3491
461,3168
461,3168
461,1467
461,1738
461,1738
461,2539
462,1927
462,1197
462,1872
462,1872
462,1872
463,2055
463,3352
464,3352
464,3352
465,1923
465,1825
465,1825
465,1716
465,1716
466,1226
466,696
467,637
467,1060
467,1060
467,1166
467,1613
467,1324
467,1324
467,1324
468,900
468,900
468,900
468,373
468,373
468,1489
468,1489
468,3869
468,3869
468,3869
469,2282
469,2282
469,3174
469,3174
469,3174
469,2775
469,2775
469,2775
470,1428
470,1428
470,1731
470,1731
470,2485
470,2485
470,532
471,404
471,404
471,1822
471,1822
471,1822
471,3639
471,339
471,339
472,2716
472,2716
472,2716
472,1602
472,1602
472,2777
472,2777
472,2777
472,1344
472,1344
472,1174
472,1174
473,2335
473,1838
473,2545
473,2545
